living_area,num_rooms,building_age,monthly_rent
79.17692339891744,3.6723774726355747,23.280905892252544,258.2383862699967
55.72149078264366,3.6803399190935897,2.99333971252807,159.25544498073438
85.10185439379677,2.5565750811593473,2.9275891475027627,261.21624875057387
73.81576203415548,1.947787155492379,2.1927252977692104,284.8434146333284
31.592414352135467,3.316037296332964,16.446582126013194,142.78856084090188
93.29356461457292,2.9849837895032834,10.465207519759486,297.70659653057044
78.27977913932472,2.1209731866211303,19.358035403546083,282.26527798132764
80.02450136938677,1.283400004184546,16.780785332714814,335.695706443945
33.96795428728821,3.2403688340470778,8.340943958205955,147.0044741757083
56.5270156526897,1.787381547768594,22.459163684038394,259.4603718942545
50.955861696280685,3.810439451601338,19.063303676766306,189.57551832527113
89.87354921940212,1.7229117250170543,6.763373522754393,310.17833342629643
70.07055840564652,1.368273797234458,9.10480044430135,276.1594449974234
82.5933129289581,3.4933380163747185,7.860999505106572,232.87125563595248
56.038993917913174,1.4598529498734822,3.9402912156249914,255.56130348382595
40.90671052493438,1.5378049244732173,3.6945843135547913,196.61693676183273
63.82093509110844,2.7981483745625306,23.403186584393602,244.80128933940685
29.46720792729227,3.6236861225123933,10.947600929968832,118.43970738493906
82.93418203948075,1.5893039971437197,9.582995569435246,320.9345903241739
69.21650793854454,1.9309710187002844,18.24214271693445,245.45748580286892
78.06614180597617,3.3322145147235327,13.824826631322498,230.3149444441665
49.81681776909079,3.915479278182902,23.403499670961555,148.3990744677453
92.94886170764323,2.502223558607027,19.507537347734804,295.2568150513988
87.51847849255384,1.4316925076537523,11.98423910311351,327.43737307259124
79.48684479516334,1.0418088631246047,9.408986837020656,316.77643250840345
38.62470954963773,1.6889680899965658,24.66578862310805,221.15668583778046
57.670470260892394,1.3954666533595632,17.944005900091085,266.50604153381056
28.066263605106016,3.0329760208385723,23.779866500096027,156.62753157889836
35.80026444472835,1.3654975138855934,2.961964430426034,197.95147783199988
72.81342672697183,2.518989794861899,21.263341979769564,272.3627567790556
77.13335091354719,3.0827873069286595,15.92684709978019,256.368635210374
92.7256812703947,2.743349827662707,3.0480419583778144,286.0703797140474
47.80777506967064,1.5993269549801727,14.706449999230516,244.33409053432496
50.932179422440825,3.412373578546788,17.15240912763622,186.51868576256467
57.86890678930656,3.146221388847405,0.30756714721507095,216.10464571315094
38.2629951359,3.216952011746625,11.357949046043665,156.9359934630673
34.09450537348302,1.3931732546719398,20.63498777990803,217.72388775269877
58.29934483581536,1.3712614109510337,7.383975633602247,252.0377218778796
40.88365443356189,3.782687653019523,11.463702044963778,131.39178624833002
71.88697962777573,2.192734581474822,11.05785317669733,249.23535327452493
55.600634321063154,1.9028460753428194,7.54818478606229,226.28951798591902
83.28747372404862,2.4657521360545998,22.961047387888854,288.4191481278662
74.01855714015744,2.988592638290747,19.532350885787896,252.42888499333614
46.86566489674287,3.8668697711409097,2.7647102749027623,146.1793982432666
83.25818609766407,1.859338680646165,24.925866445939327,303.0121934546676
81.33350502477613,3.774425287936081,21.980000607693633,249.27969078943087
52.12348653211221,1.074578474158769,7.097710946600974,267.10996704143093
45.182967275117086,2.665594126980474,20.922414491523455,198.5028301867362
72.77468527824828,2.9019253350432552,2.6604882967845715,225.818898088937
34.78267385265168,1.3176922112522598,24.977618261855966,235.98537918236744
38.993574173257585,1.421018791191738,16.64211840266342,229.38443768436045
25.515358882570386,2.2573429579489117,16.253125388969924,151.82553586227826
80.08470642514969,3.898695736429545,2.2610181746033184,212.94268600311037
71.53955996144225,2.7881276597031186,22.425834972415633,255.97628904948618
74.36157650384345,3.7990696648006335,0.7249875801117356,193.0480237742966
79.65103217153775,3.413082746838912,6.0207014510286765,235.50602344084245
57.1241042876838,2.4021448046658747,3.5755468791658753,201.6456732089862
